MainID,TaxonID,DataSourceID,BiotopeID,LocationID,SamplingUnits,SamplingProtocol,SourceDimension,SamplingEffort,SpatialDensity,SourceTransform,SourceTransformReference,AssociatedDataSets,Reliability,StartYear,EndYear,SamplingFrequency,DatasetLength,Notes,SiblyFittedTheta,SiblyThetaCILower,SiblyThetaCIUpper,SiblyExtremeNEffect,SiblyReturnRate,SiblyCarryingCapacity
1414,226,49,39,179,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1415,64,49,39,179,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1416,435,49,39,179,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1417,434,49,40,187,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",-8.0000000000000004e-01,-3.1600000000000001e+01,3.1600000000000001e+00,0,,
1418,208,49,40,187,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",1.9000000000000001e+00,-1.0000000000000000e+01,3.1600000000000001e+01,0,,
1419,132,49,40,187,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1420,220,49,40,187,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",-3.1600000000000001e+00,-3.1600000000000001e+01,7.9400000000000004e+00,0,,
1421,134,49,40,187,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1422,223,49,40,187,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1423,226,49,40,187,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1424,435,49,40,187,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1425,434,49,44,186,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1426,205,49,44,186,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1427,208,49,44,186,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",-3.1600000000000001e+01,-3.1600000000000001e+01,-1.2600000000000000e+00,0,,
1428,132,49,44,186,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",2.0000000000000001e-01,-1.2600000000000000e+00,1.7000000000000000e+00,0,,
1429,220,49,44,186,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1430,134,49,44,186,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1431,223,49,44,186,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1432,226,49,44,186,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1433,64,49,44,186,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1434,435,49,44,186,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1435,434,49,41,185,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1436,205,49,41,185,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1437,208,49,41,185,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",2.0000000000000001e-01,-3.1600000000000001e+00,3.9800000000000000e+00,0,,
1438,132,49,41,185,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1439,220,49,41,185,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",3.9800000000000000e+00,-1.5800000000000001e+00,1.2600000000000000e+01,0,,
1440,134,49,41,185,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",-4.0000000000000002e-01,-3.1600000000000001e+01,7.9400000000000004e+00,0,,
1441,223,49,41,185,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1442,226,49,41,185,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1443,64,49,41,185,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1444,435,49,41,185,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1445,434,49,42,178,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",,,,0,,
1446,205,49,42,178,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",,,,0,,
1447,208,49,42,178,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",-1.2600000000000000e+00,-3.1600000000000001e+01,3.1600000000000001e+00,0,,
1448,132,49,42,178,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",-5.0000000000000000e-01,-3.9800000000000000e+00,2.5100000000000002e+00,0,,
1449,220,49,42,178,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",3.1600000000000001e+00,-5.0000000000000000e-01,3.1600000000000001e+01,0,,
1450,134,49,42,178,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",-5.9999999999999998e-01,-2.0000000000000000e+00,5.9999999999999998e-01,0,,
1451,223,49,42,178,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",,,,0,,
1452,226,49,42,178,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",,,,0,,
1453,64,49,42,178,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",,,,0,,
1454,435,49,42,178,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",,,,0,,
1455,434,49,45,180,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",,,,0,,
1456,205,49,45,180,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",-1.0000000000000000e+00,-3.1600000000000001e+01,2.5100000000000002e+00,0,,
1457,208,49,45,180,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",-8.0000000000000004e-01,-1.0000000000000000e+01,6.3100000000000005e+00,0,,
1458,132,49,45,180,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",1.4000000000000001e+00,-9.0000000000000002e-01,5.0099999999999998e+00,0,,
1459,220,49,45,180,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",3.1600000000000001e+00,-2.0000000000000000e+00,1.2600000000000000e+01,0,,
1460,134,49,45,180,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",,,,0,,
1461,223,49,45,180,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",-3.1600000000000001e+01,-3.1600000000000001e+01,2.5100000000000002e+00,0,,
1462,226,49,45,180,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",,,,0,,
1463,64,49,45,180,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",,,,0,,
1464,435,49,45,180,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1994,"1",1.9000000000000000e+01,"None",,,,0,,
1465,434,49,46,184,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1466,205,49,46,184,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",-2.0000000000000000e+00,-3.1600000000000001e+01,1.1000000000000001e+00,0,,
1467,208,49,46,184,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",-7.9400000000000004e+00,-3.1600000000000001e+01,3.1600000000000001e+00,0,,
1468,132,49,46,184,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",-1.5800000000000001e+00,-3.1600000000000001e+01,5.9999999999999998e-01,0,,
1469,220,49,46,184,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",-6.3100000000000005e+00,-3.1600000000000001e+01,1.0000000000000000e+01,0,,
1470,134,49,46,184,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1471,223,49,46,184,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1472,226,49,46,184,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1473,64,49,46,184,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1474,435,49,46,184,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1475,434,49,42,183,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1977,1995,"1",1.9000000000000000e+01,"None",,,,0,,
1476,205,49,42,183,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1977,1995,"1",1.9000000000000000e+01,"None",9.0000000000000002e-01,-1.5800000000000001e+00,5.0099999999999998e+00,0,,
1477,208,49,42,183,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1977,1995,"1",1.9000000000000000e+01,"None",,,,0,,
1478,132,49,42,183,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1977,1995,"1",1.9000000000000000e+01,"None",,,,0,,
1479,220,49,42,183,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1977,1995,"1",1.9000000000000000e+01,"None",,,,0,,
1480,134,49,42,183,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1977,1995,"1",1.9000000000000000e+01,"None",1.3000000000000000e+00,-2.0000000000000000e+00,1.5800000000000001e+01,0,,
1481,223,49,42,183,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1977,1995,"1",1.9000000000000000e+01,"None",,,,0,,
1482,226,49,42,183,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1977,1995,"1",1.9000000000000000e+01,"None",,,,0,,
1483,64,49,42,183,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1977,1995,"1",1.9000000000000000e+01,"None",,,,0,,
1484,435,49,42,183,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1977,1995,"1",1.9000000000000000e+01,"None",-2.0000000000000001e-01,-1.2600000000000000e+00,4.0000000000000002e-01,0,,
1485,434,49,47,181,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1486,205,49,47,181,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",-1.2600000000000000e+00,-3.1600000000000001e+01,1.4000000000000001e+00,0,,
1487,208,49,47,181,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",-1.2600000000000000e+00,-5.0099999999999998e+00,1.2000000000000000e+00,0,,
1488,132,49,47,181,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1489,220,49,47,181,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1490,134,49,47,181,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1491,223,49,47,181,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1492,226,49,47,181,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1493,64,49,47,181,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1494,435,49,47,181,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1495,434,49,46,182,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1496,205,49,46,182,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1497,208,49,46,182,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",-2.9999999999999999e-01,-3.1600000000000001e+01,5.0099999999999998e+00,0,,
1498,132,49,46,182,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",5.0000000000000000e-01,-2.0000000000000000e+00,5.0099999999999998e+00,0,,
1499,220,49,46,182,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",-2.9999999999999999e-01,-2.5100000000000002e+00,2.0000000000000000e+00,0,,
1500,134,49,46,182,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1501,223,49,46,182,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1502,226,49,46,182,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",-8.0000000000000004e-01,-3.1600000000000001e+01,2.5100000000000002e+00,0,,
1503,435,49,46,182,"Breeding territories","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1976,1995,"1",2.0000000000000000e+01,"None",,,,0,,
1504,432,43,34,156,"Pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1819,1899,"1",8.1000000000000000e+01,"None",,,,0,,
1505,432,43,34,158,"Pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1819,1939,"1",1.2100000000000000e+02,"None",,,,0,,
1506,432,43,34,157,"Pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1864,1938,"1",7.5000000000000000e+01,"None",,,,0,,
1507,432,43,34,159,"Pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1859,1939,"1",8.1000000000000000e+01,"None",,,,0,,
1508,432,43,34,160,"Pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1819,1939,"1",1.2100000000000000e+02,"None",,,,0,,
1509,432,43,34,161,"Pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1819,1939,"1",1.2100000000000000e+02,"None",,,,0,,
1510,432,43,34,162,"Pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1819,1939,"1",1.2100000000000000e+02,"None",,,,0,,
1511,432,43,34,163,"Pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1819,1939,"1",1.2100000000000000e+02,"None",,,,0,,
1512,432,43,34,164,"Pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1819,1939,"1",1.2100000000000000e+02,"None",,,,0,,
1513,432,43,34,165,"Pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1819,1939,"1",1.2100000000000000e+02,"None",,,,0,,
1514,432,43,34,166,"Pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1819,1939,"1",1.2100000000000000e+02,"None",,,,0,,
1515,432,43,34,167,"Pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1819,1939,"1",1.2100000000000000e+02,"None",,,,0,,
1516,432,43,34,168,"Pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1819,1939,"1",1.2100000000000000e+02,"None",,,,0,,
1517,432,43,34,169,"Pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1819,1939,"1",1.2100000000000000e+02,"None",,,,0,,
1518,432,43,34,170,"Pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1884,1939,"1",5.6000000000000000e+01,"None",,,,0,,
1519,432,43,34,171,"Pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1879,1939,"1",6.1000000000000000e+01,"None",,,,0,,
1520,433,45,37,174,"Pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1889,1939,"1",5.1000000000000000e+01,"Sampling area covers 24 stations, including St. Kilda and Rockall, but, confusingly, St. Kilda is excluded in data table",,,,0,,
1521,433,45,37,173,"Pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1879,1939,"1",6.1000000000000000e+01,"68 Stations covering Shetland with altitude ranging from 0 - 550m (average between 30-70m)",,,,0,,
1522,415,48,81,177,"Nesting pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1945,1986,"1",4.2000000000000000e+01,"None",,,,0,,
1523,726,41,35,84,"Larvae","Count","Density","per 500 ears of wheat","None","None","None","None",-1.0000000000000000e+00,1927,1946,"1",2.0000000000000000e+01,"The field used for the study was the permanent wheat (Broadbalk) field at Rothamstead. 1936 was exceptional both for the abnormal precipitation and subsequent hot weeks which may have been responsible for the unexpected decrease in numbers of larvae.",,,,0,,
1524,725,41,35,84,"Larvae","Count","Density","per 500 ears of wheat","None","None","None","None",-1.0000000000000000e+00,1927,1946,"1",2.0000000000000000e+01,"The field used for the study was the permanent wheat (Broadbalk) field at Rothamstead. 1936 was exceptional both for the abnormal precipitation and subsequent hot weeks which may have been responsible for the unexpected decrease in numbers of larvae.",-2.9999999999999999e-01,-1.2600000000000000e+00,5.9999999999999998e-01,0,,
1525,727,214,38,176,"Larvae","Count","Biomass","per branches","None","None","None","None",-1.0000000000000000e+00,1949,1986,"1",3.8000000000000000e+01,"None",-1.0000000000000001e-01,-1.0000000000000000e+00,1.3000000000000000e+00,0,,
1526,729,46,81,175,"All Individuals","Count","Transformed Count","Sample","None","x 10^n","x 10^6","5029",-1.0000000000000000e+00,1970,1987,"1",1.8000000000000000e+01,"Mid winter population.",3.1600000000000001e+00,-5.0099999999999998e+00,3.1600000000000001e+01,0,,
1527,728,44,36,172,"All Individuals","Count","Density","Sample","per 0.25m^2","None","None","1528",-1.0000000000000000e+00,1926,1937,"1",1.2000000000000000e+01,"Four years were for 0.5 m^2, so were halved to be for the same area as the other years. Figures are for the autumn for each year.",-1.0000000000000000e+00,-3.1600000000000001e+00,1.0000000000000000e-03,0,,
1528,728,44,36,172,"Individuals of age = 0","Count","Density","Sample","per 0.25m^2","None","None","1527",-1.0000000000000000e+00,1926,1937,"1",1.2000000000000000e+01,"Brood 0.25 m^-2 in the autumn of each year at low-water mark.",-4.0000000000000002e-01,-3.9800000000000000e+00,1.1000000000000001e+00,0,,
1533,730,39,1,337,"Breeding pairs","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1941,1950,"1",1.0000000000000000e+01,"None",2.5100000000000002e+00,-2.5100000000000002e+00,3.1600000000000001e+01,0,,
1534,416,565,12,78,"Individuals killed","Count","Count","Sample (estimated)","None","None","None","None",2.0000000000000000e+00,1931,1957,"1",2.7000000000000000e+01,"None",,,,0,,
1535,417,565,12,78,"Individuals killed","Count","Count","Sample (estimated)","None","None","None","None",2.0000000000000000e+00,1931,1957,"1",2.7000000000000000e+01,"None",,,,0,,
1536,417,39,17,152,"All Individuals","Count","Density","Sample","per 1000 acres","None","None","None",-1.0000000000000000e+00,1927,1952,"1",2.6000000000000000e+01,"None",,,,0,,
1600,10000,301,280,10000,"Eggs","Count","Transformed Count","Sample","None","x 10^n","x 10^9","None",-1.0000000000000000e+00,1977,1984,"1",8.0000000000000000e+00,"Walton, C. J. 1987. Parent-progeny relationship for established population of anadromous alewives in a Maine lake. Am. Fish. Soc. Symp. 1: 451-454.",,,,0,,
1601,10000,301,280,10001,"All Individuals","Count","Transformed Count","Sample","None","None","x 10^6","None",-1.0000000000000000e+00,1978,1985,"1",8.0000000000000000e+00,"O'Gorman, R., R. A. Bergstedt, and T. H. Eckert. 1987. Prey fish dynamics and salmonine predator growth in Lake Ontario, 1978-84. Can. J. Fish. Aquat. Sci. 44(suppl. 2): 390-403.",6.3100000000000005e+00,3.1600000000000001e+00,1.0000000000000000e+01,0,,
1602,10000,301,280,10002,"All Individuals","Count","Transformed Count","Sample","None","x 10^n","x 10^3","None",-1.0000000000000000e+00,1968,1988,"1",2.1000000000000000e+01,"Jessop, B. M. 1990. Stock-recruitment relationships of alewives and blueback herring returning to the Mactaquac Dam, Saint John River, New Brunswick. North American Journal of Fisheries Management 10: 19-32.",-2.9999999999999999e-01,-3.1600000000000001e+01,8.0000000000000004e-01,0,,
1603,10003,301,280,10003,"Tonnes","Harvest","Biomass","Harvest","None","None","None","None",-1.0000000000000000e+00,1965,1986,"1",2.2000000000000000e+01,"Brodie, W.B., W. R. Bowering, and J. W. Baird. 1990. An assessment of the American plaice stocks in division 3LNO. NAFO SCR Doc. 90/80: 32 p.",,,,0,,
1606,10003,301,280,10006,"Tonnes x 10^3","Harvest","Biomass","Harvest","None","None","None","None",-1.0000000000000000e+00,1980,1990,"1",1.1000000000000000e+01,"Anon. 1992. Report of the Fourteenth Northeast Regional Stock Assessment Workshop . Northeast Fisheries Science Center Reference Document 92-07.",,,,0,,
1607,10007,301,280,10007,"Tonnes","Harvest","Biomass","Harvest","None","None","None","None",-1.0000000000000000e+00,1987,1990,"1",4.0000000000000000e+00,"Santiago, J., and A. Sanz. 1989. Egg production of the Bay of Biscay anchovy in 1987 and 1988, and spawning stock size estimates. ICES Doc. C.M. 1989/H: 25, Ref. L.; Uriarte, A., and A. Adtudillo. 1987. The anchovy in the Bay of Biscay : new data and analysis of the fishery 1974-1987. ICES Doc. C.M. 1987/H: 20.; Anon. 1991. Working Group on the Assessment of the Stocks of Sardine, Horse Mackerel, Anchovy. ICES Doc. C.M. 1991/Assess: 22.",,,,0,,
1608,10008,301,280,35,"Tonnes x 10^3","Harvest","Biomass","Harvest","None","x 10^n","x 10^3","None",-1.0000000000000000e+00,1951,1988,"1",3.8000000000000000e+01,"Lo, N. C. H., and R. D. Methot. 1989. CALCOFI Rep. 30.; Lo, N. C. H., and R. D. Methot. 1990. CalCOFI Rep. 31.; MacCall, A. D. 1980. Rap. P. -v. Reun. Cons. int. Explor. Mer. 177:292-306.",3.1600000000000001e+01,5.9999999999999998e-01,3.1600000000000001e+01,1,,
1610,48,301,280,10010,"Eggs","Count","Count","Sample","None","None","None","None",1.0000000000000000e+00,1984,1992,"1",9.0000000000000000e+00,"Caron, F. 1992. Relation entre le nombre d'oeufs deposes et la production de saumonneaux dans les Rivieres de la Trinite et Bec-Scie. CAFSAC Res. Doc. 92/125: 23 p.",5.9999999999999998e-01,-2.5100000000000002e+00,6.3100000000000005e+00,0,,
1612,48,301,280,10011,"Eggs","Count","Transformed Count","Sample","None","x 10^n","x 10^6","None",1.0000000000000000e+00,1973,1989,"1",1.7000000000000000e+01,"Crozier, W.W. and G.J.A. Kennedy. 1995. The relationship between a summer fry (0+) abundance index, derived from semi-quantitative electrofishing, and egg deposition of Atlantic salmon, in the River Bush, Northern Ireland. Journal of Fish Biology 47:1055-1062.   Data tables provided by W.W. Crozier, Agriculture and Food Science Centre, Belfast.",6.3100000000000005e+00,-7.9400000000000004e+00,3.1600000000000001e+01,0,,
1613,48,301,280,10013,"All Individuals","Count","Count","Sample","None","None","None","None",-1.0000000000000000e+00,1935,1973,"1",3.9000000000000000e+01,"Mundy, P.R., M. Alexandersdottir, and G. Eiriksdottir. 1978. Spawner-recruit relationship in Ellidaar. Journal of Agricultural Research in Iceland. vol. 10:47-56. ",7.0000000000000007e-01,-2.5100000000000002e+00,3.1600000000000001e+01,0,,
1614,48,301,280,10014,"Eggs","Count","Transformed Count","Sample","None","x 10^n","x 10^3"," ",-1.0000000000000000e+00,1968,1976,"1",9.0000000000000000e+00,"Buck, R. J. G., and D. W. Hay. 1984. The relation between stock size and progeny of Atlantic  salmon,  in a Scottish stream. J. Fish Biol. (1984) 23: 1-11 p.",,,,0,,
1617,48,301,280,10017,"Eggs","Count","Transformed Count","Sample","None","x 10^n","x 10^3","None",-1.0000000000000000e+00,1954,1960,"1",7.0000000000000000e+00,"Chadwick, E. M. P. 1982. Stock-recruitment relationship for Atlantic salmon ( Salmo salar) in Newfoundland rivers. Can. J. Fish. Aquat. Sci. 39: 1496-1501.",,,,0,,
