TaxonID,TaxonName,WoldaCode,Authority,TaxonomicLevel,CommonName,TaxonomicPhylum,TaxonomicClass,TaxonomicOrder,TaxonomicFamily,TaxonomicGenus,Notes
2027,"Unknown Insect sp327","Not applicable","Unknown","Species","None","Arthropoda","Insecta","Hemiptera","Unknown","Vanuoides","None"
2029,"Diprion Pini","Not applicable","Linnaeus","Species","Pine sawfly","Arthropoda","Insecta","Hymenoptera","Diprionidae","Diprion","None"
9997,"Laothoe populi","Not applicable","Linnaeus","Species","Poplar hawkmoth","Arthropoda","Insecta","Lepidoptera","Sphingidae","Laothoe ","Larvae found on Malus domestica, Populus tremula, Salix species and others."
9998,"Drymonia ruficornis","Not applicable","Hufnagel","Species","Lunar marbled brown","Arthropoda","Insecta","Lepidoptera","Notodontidae","Drymonia ","Larvae found on Quercus species."
9999,"Peridea anceps","Not applicable","Goeze","Species","Great prominent","Arthropoda","Insecta","Lepidoptera","Notodontidae","Peridea ","Larvae found on Quercus, Betula or Fagus species."
10000,"Alosa pseudoharengus","Not applicable","Wilson","Species","Anadromous alewife","Chordata","Osteichthyes","Clupeiformes","Clupeidae","Alosa ","None"
10003,"Hippoglossoides platessoides","Not applicable","Fabricius","Species","American plaice","Chordata","Osteichthyes","Pleuronectiformes","Pleuronectidae","Hippoglossoides ","None"
10007,"Engraulis encrasicolus","Not applicable","Linnaeus","Species","Anchovy","Chordata","Osteichthyes","Clupeiformes","Engraulidae","Engraulis ","Habitat: pelagic shoaling fish feeding on plankton"
10008,"Engraulis mordax","Not applicable","Girard","Species","Northern anchovy","Chordata","Osteichthyes","Clupeiformes","Engraulidae","Engraulis ","None"
10009,"Argentina silus","Not applicable","Ascanius","Species","Atlantic argentine","Chordata","Osteichthyes","Salmoniformes","Argentinidae","Argentina ","Habitat: pelagic, shoaling fish in depths of 150 - 1000m"
10028,"Alosa sapidissima","Not applicable","Wilson","Species","Anadromous American shad","Chordata","Osteichthyes","Clupeiformes","Clupeidae","Alosa ","None"
10032,"Argyrosomus nibe","Not applicable","Jordan and Thompson","Species","Black croaker","Chordata","Osteichthyes","Perciformes","Scianidae","Argyrosomus ","None"
10033,"Alosa aestivalis","Not applicable","Mitchill","Species","Blueback herring","Chordata","Osteichthyes","Clupeiformes","Clupeidae","Alosa ","None"
10034,"Coregonus hoyi","Not applicable","Gill","Species","Bloater","Chordata","Osteichthyes","Salmoniformes","Salmonidae","Coregonus ","None"
10037,"Abramis brama","Not applicable","Linnaeus","Species","Bream","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Abramis ","Distribution is that of Sub-order not species"
10038,"Salvelinus fontinalis","Not applicable","Mitchill","Species","Freshwater brook trout","Chordata","Osteichthyes","Salmoniformes","Salmonidae","Salvelinus ","Occurs in cool, well oxygenated streams and lakes below 20°C."
10055,"Micromesistius poutassou","Not applicable","Risso","Species","Blue whiting","Chordata","Osteichthyes","Gadiformes","Gadidae","Micromesistius ","Habitat: depths of 80 -  300m"
10060,"Oncorhynchus tshawytscha","Not applicable","Walbaum","Species","Chinook salmon","Chordata","Osteichthyes","Salmoniformes","Salmonidae","Oncorhynchus ","None"
10063,"Oncorhynchus keta","Not applicable","Walbaum","Species","Chum salmon","Chordata","Osteichthyes","Salmoniformes","Salmonidae","Oncorhynchus ","None"
10072,"Scomber japonicus","Not applicable","Houttuyn","Species","Chub mackerel","Chordata","Osteichthyes","Perciformes","Scombridae","Scomber ","None"
10104,"Oncorhynchus kisutch","Not applicable","Walbaum","Species","Coho salmon","Chordata","Osteichthyes","Salmoniformes","Salmonidae","Oncorhynchus ","None"
10108,"Perca fluviatilis","Not applicable","Linnaeus","Species","Eurasian perch","Chordata","Osteichthyes","Perciformes","Percidae","Perca ","None"
10113,"Reinhardtius hippoglossoides","Not applicable","Unknown","Species","Greenland halibut","Chordata","Osteichthyes","Pleuronectiformes","Pleuronectidae","Reinhardtius ","None"
10116,"Mugil cephalus","Not applicable","Linnaeus","Species","Grey mullet","Chordata","Osteichthyes","Perciformes","Mugilidae","Mugil ","None"
10117,"Notemigonus crysoleucas","Not applicable","Mitchill","Species","Golden shiner","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Notemigonus ","Distribution is that of Order not species"
10119,"Melanogrammus aeglefinus","Not applicable","Linnaeus","Species","Haddock","Chordata","Osteichthyes","Gadiformes","Gadidae","Melanogrammus ","None"
10133,"Merluccius gayi","Not applicable","Guichenot","Species","Peruvian hake","Chordata","Osteichthyes","Gadiformes","Gadidae","Merluccius ","None"
10191,"Saurida tumbil","Not applicable","Bloch","Species","Greater lizardfish","Chordata","Osteichthyes","Aulopiformes","Synodontidae","Saurida ","None"
10192,"Coregonus clupeaformis","Not applicable","Mitchill","Species","Lake whitefish","Chordata","Osteichthyes","Salmoniformes","Salmonidae","Coregonus ","None"
10195,"Scomber scombrus","Not applicable","Linnaeus","Species","Mackerel","Chordata","Osteichthyes","Perciformes","Scombridae","Scomber ","Pelagic, active swimming fishes, living in shoals close to surface. Overwinter near bottom in Northern North sea, Skagerrak and SW Britain. Do not feed over winter."
10196,"Trachurus trachurus","Not applicable","Linnaeus","Species","Scad","Chordata","Osteichthyes","Perciformes","Carangidae","Trachurus ","Habitat: pelagic, shoaling fish, similar habitats to mackerel. Related species occur in all tropical and temperate seas"
10201,"Lepidorhombus whiffiagonis","Not applicable","Walbaum","Species","Megrim","Chordata","Osteichthyes","Pleuronectiformes","Scophthalmidae","Lepidorhombus ","Habitat: mixed ground in depths of 100 - 400m"
10203,"Brevoortia tyrannus","Not applicable","Latrobe","Species","Atlantic menhaden","Chordata","Osteichthyes","Clupeiformes","Clupeidae","Brevoortia ","None"
10205,"Lophius piscatorius","Not applicable","Linnaeus","Species","Monkfish","Chordata","Osteichthyes","Lophiiformes","Lophiidae","Lophius ","Habitat: bottom living fish"
10207,"Pseudopentaceros wheeleri","Not applicable","Unknown","Species","Pelagic armourhead","Chordata","Osteichthyes","Perciformes","Pentacerotidae","Pseudopentaceros ","None"
10208,"Engraulis ringens","Not applicable","Unknown","Species","Peruvian anchovy","Chordata","Osteichthyes","Clupeiformes","Engraulidae","Engraulis ","None"
10210,"Gadus macrocephalus","Not applicable","Tilesius","Species","Pacific cod","Chordata","Osteichthyes","Gadiformes","Gadidae","Gadus ","None"
10218,"Hippoglossus stenolepis","Not applicable","Schmidt","Species","Pacific halibut","Chordata","Osteichthyes","Pleuronectiformes","Pleuronectidae","Hippoglossus ","None"
10219,"Esox lucius","Not applicable","Linnaeus","Species","Pike","Chordata","Osteichthyes","Salmoniformes","Esociadae","Esox ","None"
10225,"Oncorhynchus gorbuscha","Not applicable","Walbaum","Species","Pink salmon","Chordata","Osteichthyes","Salmoniformes","Salmonidae","Oncorhynchus ","None"
10303,"Pollachius virens","Not applicable","Linnaeus","Species","Saithe","Chordata","Osteichthyes","Gadiformes","Gadidae","Pollachius ","Habitat: pelagic fish occurring at great depths"
10309,"Stizostedion lucioperca","Not applicable","Linnaeus","Species","Pikeperch","Chordata","Osteichthyes","Perciformes","Percidae","Stizostedion ","None"
10311,"Eopsetta jordani","Not applicable","Lockington","Species","Petrale sole","Chordata","Osteichthyes","Pleuronectiformes","Pleuronectidae","Eopsetta ","None"
10317,"Sebastes marinus","Not applicable","Linnaeus","Species","Redfish","Chordata","Osteichthyes","Scorpaeniformes","Scorpaenidae","Sebastes ","None"
10320,"Urophycis chuss","Not applicable","Walbaum","Species","Red hake","Chordata","Osteichthyes","Gadiformes","Gadidae","Urophycis ","None"
10322,"Paralithodes camtschatica","Not applicable","Unknown","Species","Red king crab","Arthropoda","Crustacea","Decapoda","Lithodidae","Paralithodes ","Lives on sandy ocean floors where it preys on other sessile bottom feeders."
10323,"Rutilus rutilus","Not applicable","Linnaeus","Species","Roach","Chordata","Osteichthyes","Cypriniformes","Cyprinidae","Rutilus ","Distribution is that of Order not species"
10326,"Pagrus pagrus","Not applicable","Linnaeus","Species","Red porgy","Chordata","Osteichthyes","Perciformes","Sparidae","Pagrus ","None"
10327,"Lepidopsetta bilineata","Not applicable","Unknown","Species","Rock sole","Chordata","Osteichthyes","Pleuronectiformes","Pleuronectidae","Lepidopsetta ","None"
10328,"Engraulis capensis","Not applicable","Unknown","Species","South American anchovy","Chordata","Osteichthyes","Clupeiformes","Engraulidae","Engraulis ","None"
10331,"Merluccius capensis","Not applicable","Castelnau","Species","Shallow water hake","Chordata","Osteichthyes","Gadiformes","Gadidae","Merluccius ","None"
10334,"Trachurus capensis","Not applicable","Castelnau","Species","Cape horse mackerel","Chordata","Osteichthyes","Perciformes","Carangidae","Trachurus ","None"
10336,"Sardinops sagax","Not applicable","Jenyns","Species","Sardine","Chordata","Osteichthyes","Clupeiformes","Clupeidae","Sardinops ","None"
10338,"Sardinella brasiliensis","Not applicable","Steindachner","Species","Brazilian sardine","Chordata","Osteichthyes","Clupeiformes","Clupeidae","Sardinella ","None"
10344,"Sardina pilchardus","Not applicable","Walbaum","Species","Spanish sardine","Chordata","Osteichthyes","Clupeiformes","Clupeidae","Sardina ","None"
10349,"Chrysophrys major","Not applicable","Schlegel","Species","Sea bream","Chordata","Osteichthyes","Perciformes","Sparidae","Chrysophrys ","None"
10350,"Thunnus maccoyii","Not applicable","Castelnau","Species","Southern bluefin tuna","Chordata","Osteichthyes","Perciformes","Scombridae","Thunnus ","None"
10351,"Placopecten magellanicus","Not applicable","Unknown","Species","Sea scallop","Mollusca","Gastropoda","Prionodesmacea","Pectinidae","Placopecten ","None"
10354,"Squalus acanthias","Not applicable","Smith and Radcliff","Species","Spiny dogfish","Chordata","Chondrichthyes","Squaliformes","Squalidae","Squalus ","None"
10355,"Ammodytes marinus","Not applicable","Raitt","Species","Sand eel","Chordata","Osteichthyes","Perciformes","Ammodytidae","Ammodytes ","None"
10359,"Paralichthys dentatus","Not applicable","Linnaeus","Species","Summer flounder","Chordata","Osteichthyes","Pleuronectiformes","Bothidae","Paralichthys ","None"
10360,"Merluccius bilinearis","Not applicable","Mitchill","Species","Silver hake","Chordata","Osteichthyes","Gadiformes","Gadidae","Merluccius ","None"
10363,"Lutjanus synagris","Not applicable","Linnaeus","Species","Silk snapper","Chordata","Osteichthyes","Perciformes","Lutjanidae","Lutjanus ","None"
10444,"Oncorhynchus mykiss","Not applicable","Walbaum","Species","Steelhead trout","Chordata","Osteichthyes","Salmoniformes","Salmonidae","Oncorhynchus ","None"
10447,"Penaeus esculentus","Not applicable","Haswell","Species","Tiger prawn","Arthropoda","Crustacea","Decapoda","Penaeidae","Penaeus ","None"
10448,"Lactarius lactarius","Not applicable","Bloch and Schneider","Species","False trevally","Chordata","Osteichthyes","Perciformes","Lactariidae","Lactarius ","None"
10449,"Stizostedion vitreum","Not applicable","Mitchill","Species","Walleye","Chordata","Osteichthyes","Perciformes","Percidae","Stizostedion ","None"
10465,"Urophycis tenuis","Not applicable","Mitchill","Species","White hake","Chordata","Osteichthyes","Gadiformes","Gadidae","Urophycis ","None"
10466,"Coregonus lavaretus","Not applicable","Linnaeus","Species","Whitefish","Chordata","Osteichthyes","Salmoniformes","Salmonidae","Coregonus ","None"
10472,"Theragra chalcogramma","Not applicable","Pallas","Species","Walleye pollock","Chordata","Osteichthyes","Gadiformes","Gadidae","Theragra ","None"
10477,"Sebastes entomelas","Not applicable","Jordan and Gilbert","Species","Widow rockfish","Chordata","Osteichthyes","Scorpaeniformes","Scorpaenidae","Sebastes ","None"
10478,"Pseudociaena polyactis","Not applicable","Unknown","Species","Yellow croaker","Chordata","Osteichthyes","Perciformes","Scianidae","Pseudociaena ","None"
10479,"Limanda ferruginae","Not applicable","Unknown","Species","Yellowtail flounder","Chordata","Osteichthyes","Pleuronectiformes","Pleuronectidae","Limanda ","None"
10482,"Thunnus albacares","Not applicable","Bonnaterre","Species","Yellowfin tuna","Chordata","Osteichthyes","Perciformes","Scombridae","Thunnus ","None"
10495,"Taius tumifrons","Not applicable","Timminck and Schlegel","Species","Yellow sea bream","Chordata","Osteichthyes","Perciformes","Sparidae","Taius ","None"
10499,"Limanda aspera","Not applicable","Unknown","Species","Yellowfin sole","Chordata","Osteichthyes","Pleuronectiformes","Pleuronectidae","Limanda ","None"
10663,"Cepea nemoralis","Not applicable","Linnaeus","Species","Unknown","Mollusca","Gastropoda","Stylommatophora","Cepaea","Cepea ","None"
10664,"Sciurus carolinensis","Not applicable","Gmelin","Species","American grey squirrel","Chordata","Mammalia","Rodentia","Sciuridae","Sciurus ","Habitat open woodlands and parklands, typically mixed woodlands with mature trees, especially oak"
10666,"Chaetoceras ","Not applicable","Unknown","Genus","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Unknown","Chaetoceras ","Sometimes spelt Chaetoceros."
10667,"Chaetoceras decipiens","Not applicable","Cleve","Species","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Unknown","Chaetoceras ","Sometimes spelt Chaetoceros."
10668,"Chaetoceras debile","Not applicable","Cleve","Species","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Unknown","Chaetoceras ","Sometimes spelt Chaetoceros."
10669,"Chaetoceras teres","Not applicable","Cleve","Species","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Unknown","Chaetoceras ","Sometimes spelt Chaetoceros."
10670,"Chaetoceras sociale","Not applicable","Lander","Species","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Unknown","Chaetoceras ","Sometimes spelt Chaetoceros."
10671,"Rhizosolenia ","Not applicable","Brightwell","Genus","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Rhizosoleniaceae","Rhizosolenia ","None"
10672,"Rhizosolenia semispina","Not applicable","Hensen","Species","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Rhizosoleniaceae","Rhizosolenia ","None"
10673,"Rhizosolenia shrubsolei","Not applicable","Cleve","Species","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Rhizosoleniaceae","Rhizosolenia ","None"
10674,"Rhizosolenia stolterfothii","Not applicable","Peragallo","Species","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Rhizosoleniaceae","Rhizosolenia ","None"
10675,"Rhizosolenia setigera","Not applicable","Brightwell","Species","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Rhizosoleniaceae","Rhizosolenia ","None"
10676,"Coscinodiscus ","Not applicable","Ehrenberg","Genus","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Unknown","Coscinodiscus ","None"
10677,"Coscinodiscus concinnus","Not applicable","Smith","Species","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Unknown","Coscinodiscus ","None"
10678,"Coscinodiscus radiatus","Not applicable","Ehrenberg","Species","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Unknown","Coscinodiscus ","None"
10679,"Coscinodiscus grani","Not applicable","Gough","Species","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Centrales","Unknown","Coscinodiscus ","None"
10680,"Biddulphia ","Not applicable","S. F. Gray","Genus","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Pennales","Biddulphiaceae","Biddulphia ","None"
10681,"Biddulphia mobiliensis","Not applicable","Bailey","Species","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Pennales","Biddulphiaceae","Biddulphia ","None"
10682,"Biddulphia sinensis","Not applicable","Greville","Species","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Pennales","Biddulphiaceae","Biddulphia ","None"
10683,"Guinardia flaccida","Not applicable","Peragallo, 1892","Species","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Pennales","Unknown","Guinardia ","Synonym: Rhizosolenia flaccida Castracane 1886. Found where there is enough humidity and light for photosynthesis."
10684,"Lauderia borealis","Not applicable","Gran, 1900","Species","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Pennales","Unknown","Lauderia ","None"
10685,"Thalassiosira gravida","Not applicable","Cleve","Species","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Pennales","Unknown","Thalassiosira ","None"
10686,"Thalassiosira nordenskioldi","Not applicable","Cleve, 1873","Species","Diatom","Chromophyta (Heterokontophyta)","Bacillariophyceae","Pennales","Unknown","Thalassiosira ","None"
10687,"Ceratium tripos","Not applicable","Muller","Species","Dinoflagellate","Dinophyta (Pyrrophyta)","Dinophyceae","Peridiniales","Ceratiaceae","Ceratium ","None"
10688,"Peridinium ","Not applicable","Unknown","Genus","Dinoflagellate","Dinophyta (Pyrrophyta)","Dinophyceae","Peridiniales","Ceratiaceae","Peridinium ","None"
10689,"Noctiluca miliaris","Not applicable","Unknown","Species","Dinoflagellate","Dinophyta (Pyrrophyta)","Dinophyceae","Peridiniales","Ceratiaceae","Noctiluca ","None"
10690,"Medusoid gonophores","Not applicable","Unknown","Class","Medusoid gonophore","Cnidaria (Coelenterata)","Scyphozoa","Unknown","Unknown","Unknown","Medusoid is used to describe the jellyfish shape."
10691,"Sagitta bipunctata","Not applicable","Unknown","Species","Arrowworm","Chaetognatha","Unknown","Aphragmophora","Sagittidae","Sagitta ","None"
10692,"Calanus finmarchicus","Not applicable","Gunneras","Species","Planktonic shellfish","Arthropoda","Crustacea","Calanoida","Unknown","Calanus ","None"
10693,"Paracalanus parvus","Not applicable","Claus","Species","Marine calanoid copepod","Arthropoda","Crustacea","Calanoida","Unknown","Paracalanus ","None"
10694,"Pseudocalanus elongatus","Not applicable","Boeck","Species","Zooplankton","Arthropoda","Crustacea","Unknown","Unknown","Pseudocalanus ","None"
10695,"Centropages hamatus","Not applicable","Lillebjorg","Species","Zooplankton","Arthropoda","Crustacea","Calanoida","Unknown","Centropages ","None"
10696,"Oithona similis","Not applicable","Claus","Species","Unknown","Arthropoda","Crustacea","Cyclopoida?","Unknown","Oithona ","None"
10697,"Acartia clausi","Not applicable","Giesbrecht","Species","Copepod","Arthropoda","Crustacea","Calanoida","Unknown","Acartia ","None"
10698,"Temora longicornis","Not applicable","Muller","Species","Marine calanoid copepod","Arthropoda","Crustacea","Calanoida","Unknown","Temora ","None"
10699,"Anomolocera patersoni","Not applicable","Templeton","Species","Unknown","Arthropoda","Crustacea","Calanoida","Unknown","Anomolocera ","None"
10700,"Echinoderm plutei","Not applicable","Unknown","Species","Sea urchin or Starfish larvae","Echinodermata","Echinoidea","Echinida","Echinometridae","Echinoderm ","None"
10701,"Polychaete larvae","Not applicable","Unknown","Class","Polychaete larvae","Annelida","Polychaeta","Unknown","Unknown","Unknown","None"
10702,"Lamellibranch larvae","Not applicable","Unknown","Subclass","Lamellibranch larvae","Mollusca","Bivalvia","Unknown","Unknown","Unknown","In the sub-class Lamellibranchia."
10703,"Gastropod larvae","Not applicable","Cuvier","Class","Snail larvae","Mollusca","Gastropoda","Unknown","Unknown","Unknown","None"
10704,"Balanus balanoides","Not applicable","Linnaeus","Species","Northern rock barnacle","Arthropoda","Crustacea","Thoracica","Unknown","Balanus ","None"
10705,"Connochaetes taurinus","Not applicable","Burchell","Species","Blue Wildebeest","Chordata","Mammalia","Artiodactyla","Bovidae","Connochaetes ","None"
10706,"Syncerus caffer","Not applicable","Sparrmann","Species","African buffalo, Cape buffalo or Bushcow","Chordata","Mammalia","Artiodactyla","Bovidae","Syncerus ","None"
10707,"Loxodonta africana","Not applicable","Blumenbach","Species","African elephant","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta ","Numbers severely reduced due to ivory hunting and expansion of cattle grazing lands."
10708,"Struthio camelus","Not applicable","Linnaeus","Species","Ostrich","Chordata","Aves","Struthioniformes","Struthionidae","Struthio ","Habitat grassland, savannah, steppe and bush"
10709,"Kobus ellipsiprymnus","Not applicable","Ogiby","Species","Waterbuck","Chordata","Mammalia","Artiodactyla","Bovidae","Kobus ","None"
10711,"Giraffa camelopardalis","Not applicable","Linnaeus","Species","Giraffe","Chordata","Mammalia","Artiodactyla","Giraffidae","Giraffa ","The height of males can be 16m and females 13m."
10712,"Taurotragus oryx","Not applicable","Pallas","Species","Common Eland","Chordata","Mammalia","Artiodactyla","Bovidae","Taurotragus ","None"
10713,"Orconectes propinquus","Not applicable","Girard","Species","Northern clearwater crayfish","Arthropoda","Crustacea","Decapoda","Cambaridae","Orconectes ","None"
10714,"Orconectes rusticus","Not applicable","Girard","Species","Rusty crayfish","Arthropoda","Crustacea","Decapoda","Cambaridae","Orconectes ","None"
10715,"Orconectes virilis","Not applicable","Hagen","Species","Virile crayfish","Arthropoda","Crustacea","Decapoda","Cambaridae","Orconectes ","None"
10716,"Corvus frugilegus","Not applicable","Linnaeus","Species","Rook","Chordata","Aves","Passeriformes","Corvidae","Corvus ","Habitat mainly agricultural land"
10717,"Macaca fuscata","Not applicable","Blyth","Species","Japanese macaque or Japanese monkey","Chordata","Mammalia","Primates","Cercopithecidae","Macaca ","Sub-species Macaca fuscata yakui is endangered."
10719,"Sphinx ligustri","Not applicable","Linnaeus","Species","Privet hawkmoth","Arthropoda","Insecta","Lepidoptera","Sphingidae","Sphinx ","Larvae found on Ribes species, Robus spiraea, Malus species, Frascinus species and others."
10720,"Pheosia tremula","Not applicable","Cl.","Species","Swallow prominent","Arthropoda","Insecta","Lepidoptera","Notodontidae","Pheosia ","Larvae found on Populus tremula and Salix Purposea."
10721,"Ptilodon capucina","Not applicable","Linnaeus","Species","Coxcomb prominent","Arthropoda","Insecta","Lepidoptera","Notodontidae","Ptilodon ","Larvae found on Betula, Alnus, Quercus, Salix and other species. Also known as Lophopteryx."
10722,"Deilephila elpenor","Not applicable","Linnaeus","Species","Elephant hawkmoth","Arthropoda","Insecta","Lepidoptera","Sphingidae","Deilephila ","Larvae found on Chaemanerion augustifolium, Gallium species and others."
10723,"Pheosia gnoma","Not applicable","Fabricius","Species","Lesser swallow prominent","Arthropoda","Insecta","Lepidoptera","Notodontidae","Pheosia ","Larvae found on Betula species."
10724,"Odontosia carmelita","Not applicable","Esp.","Species","Scarce prominent","Arthropoda","Insecta","Lepidoptera","Notodontidae","Odontosia ","Larvae found on Betula species."
10725,"Stauropus fagi","Not applicable","Linnaeus","Species","Lobster","Arthropoda","Insecta","Lepidoptera","Notodontidae","Stauropus ","Larvae found on Betula species, Corylus avellana, Salix species and other species."
10726,"Eligmodonta ziczac","Not applicable","Linnaeus","Species","Pebble prominent","Arthropoda","Insecta","Lepidoptera","Notodontidae","Eligmodonta ","Larvae found on Salix and Populus species."
10727,"Pterostoma Palpina","Not applicable","Cl.","Species","Pale prominent","Arthropoda","Insecta","Lepidoptera","Notodontidae","Pterostoma ","Larvae found on Salix and Populus species."
10728,"Drymonia dodonaea","Not applicable","Denis & Schiffermuller","Species","Marbled brown","Arthropoda","Insecta","Lepidoptera","Notodontidae","Drymonia ","Larvae found on Quercus, Fagus and Betula species."
10729,"Notodonta dromedarius","Not applicable","Linnaeus","Species","Iron prominent","Arthropoda","Insecta","Lepidoptera","Notodontidae","Notodonta ","Larvae found on Betula, Alnus, Corylus and Salix species."
10730,"Phalera bucephala","Not applicable","Linnaeus","Species","Buff-tip","Arthropoda","Insecta","Lepidoptera","Notodontidae","Phalera ","Larvae found on Betula, Quercus, Salix and other species."
10731,"Clostera curtula","Not applicable","Linnaeus","Species","Chocolate-tip","Arthropoda","Insecta","Lepidoptera","Notodontidae","Clostera ","Larvae found on Salicacea, Salix, Populus and other species."
10732,"Tetheela fluctuosa","Not applicable","Hubner","Species","Satin lutestring","Arthropoda","Insecta","Lepidoptera","Thyatiridae","Tetheela ","Fly June to July. Larvae found on Betula species."
10733,"Euproctis chrysorrhoea","Not applicable","Linnaeus","Species","Brown-tail","Arthropoda","Insecta","Lepidoptera","Lymantriidae","Euproctis ","Larvae found on Quercus, fagis, ulmus, Rubus and Crataegus species."
10734,"Habrosyne pyritoides","Not applicable","Hufnagel","Species","Buff arches","Arthropoda","Insecta","Lepidoptera","Drepanidae","Habrosyne ","Larvae found on Rubus, Corylus and Crataegus species."
10735,"Cymatophorima diluta","Not applicable","Denis & Schiffermuller","Species","Oak lutestring","Arthropoda","Insecta","Lepidoptera","Thyatiridae","Cymatophorima ","Larvae found on Quercus species."
10736,"Euproctis similis","Not applicable","Fuessly","Species","Yellow-tail","Arthropoda","Insecta","Lepidoptera","Lymantriidae","Euproctis ","Larvae found on Betula species, Alnus species and others."
10737,"Thyatira batis","Not applicable","Linnaeus","Species","Peach blossom","Arthropoda","Insecta","Lepidoptera","Thyatiridae","Thyatira ","Fly June to August. Larvae found on Rubus species."
10738,"Achyla flavicornis","Not applicable","Linnaeus","Species","Yellow horned","Arthropoda","Insecta","Lepidoptera","Thyatiridae","Achyla ","Fly April to early May. Larvae found on Betula species."
10739,"Lymantria monacha","Not applicable","Linnaeus","Species","Black arches","Arthropoda","Insecta","Lepidoptera","Lymantriidae","Lymantria ","Larvae found on Quercus and Salix species."
10740,"Tethea ocularis octogesine","Not applicable","Linnaeus","Sub species","Figure of eighty","Arthropoda","Insecta","Lepidoptera","Thyatiridae","Tethea ","Fly June to July. Larvae found on Populus tremula."
10741,"Polyploca ridens","Not applicable","Fabricius","Species","Frosted green","Arthropoda","Insecta","Lepidoptera","Thyatiridae","Polyploca ","Larvae found on Quercus species."
10742,"Malacosome neustria","Not applicable","Linnaeus","Species","Lackey","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Malacosome ","None"
10743,"Ochropacha duplaria","Not applicable","Linnaeus","Species","Common lutestring","Arthropoda","Insecta","Lepidoptera","Thyatiridae","Ochropacha ","Larvae found on Betula species."
10744,"Dasychira pudibunda","Not applicable","Linnaeus","Species","Pale tussock moth","Arthropoda","Insecta","Lepidoptera","Lymantriidae","Dasychira ","Larvae found on Betula species, Alnus species, Salix speciesand other species."
10745,"Trichiura crataegi","Not applicable","Linnaeus","Species","Ground lackey","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Trichiura ","None"
10746,"Poecilocampa populi","Not applicable","Linnaeus","Species","December moth","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Poecilocampa ","None"
10747,"Drepana binaria","Not applicable","Hufnagel","Species","Oak hook-tip","Arthropoda","Insecta","Lepidoptera","Drepanidae","Drepana ","Larvae found on Quercus, Fagus or Alnus species."
10748,"Meganola albula","Not applicable","Denis & Schiffermuller","Species","Kent black arches","Arthropoda","Insecta","Lepidoptera","Noctuidae","Meganola ","None"
10749,"Lasiocampa quercus","Not applicable","Linnaeus","Species","Oak eggar","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Lasiocampa ","None"
10750,"Drepana falcataria","Not applicable","Linnaeus","Species","Pebble hook-tip","Arthropoda","Insecta","Lepidoptera","Drepanidae","Drepana ","Fly late may to July. Second generation occurs in August."
10751,"Nola confusalis","Not applicable","H. & S.","Species","Least black arches","Arthropoda","Insecta","Lepidoptera","Arctiidae","Nola ","Larvae found on Quercus robur and Alnus incana."
10752,"Macrothylacia rubi","Not applicable","Linnaeus","Species","Fox moth","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Macrothylacia ","Larvae found on Gramineae species and others."
10753,"Falcaria lacertinaria","Not applicable","Linnaeus","Species","Scalloped hook-tip","Arthropoda","Insecta","Lepidoptera","Drepanidae","Falcaria ","Fly late May to late June. Second generation occurs in August."
10754,"Nudaria mundana","Not applicable","Linnaeus, 1761","Species","Muslin footman","Arthropoda","Insecta","Lepidoptera","Arctiidae","Nudaria ","Larvae found on lichens."
10755,"Philudoria potatoria","Not applicable","Linnaeus","Species","Drinker","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Philudoria ","None"
10756,"Cilix glaucata","Not applicable","Scopoli","Species","Chinese character","Arthropoda","Insecta","Lepidoptera","Drepanidae","Cilix ","None"
