LocationID,ExactName,TownName,CountyStateProvince,Country,Continent,Ocean,LongitudeDegrees,LongitudeMinutes,EorW,LatitudeDegrees,LatitudeMinutes,NorS,LongDD,LatDD,North,East,South,West,Altitude,Area,Notes,SpatialAccuracy,LocationExtent
397,"Monks Wood National Nature Reserve","Abbots Ripton","Cambridgeshire","UK - England","Europe","Not applicable",0.0000000000000000e+00,1.4000000000000000e+01,"W",5.2000000000000000e+01,2.4000000000000000e+01,"N",-2.3333333333333334e-01,5.2399999999999999e+01,52.4000000000,-0.2167000000,52.3833000000,-0.2500000000,,,"Now ITE (Institute of Terrestrial Ecology) Monks Wood, Abbots Ripton, Huntingdon.",5,2
398,"Nagshead RSPB, Forest of Dean","Not applicable","Gloucestershire","UK - England","Europe","Not applicable",2.0000000000000000e+00,3.4000000000000000e+01,"W",5.1000000000000000e+01,4.6000000000000000e+01,"N",-2.5666666666666664e+00,5.1766666666666666e+01,51.8000000000,-2.7000000000,51.7000000000,-2.7500000000,,,"Mature oak plantation, considerable forestry management.",5,2
399,"Old Winchester Hill National Nature Reserve","Petersfield","Hampshire","UK - England","Europe","Not applicable",1.0000000000000000e+00,1.1000000000000000e+01,"W",5.0000000000000000e+01,5.3000000000000000e+01,"N",-1.1833333333333333e+00,5.0883333333333333e+01,50.8800000000,-1.2000000000,50.8800000000,-1.2000000000,,,"Chalk grassland and yew, scrub. Rotational sheep grazing. Old hill fort north of Meon Valley. (SU06640 02205).",5,2
400,"Oxwich National Nature Reserve","Oxwich","Swansea (Gower)","UK - Wales","Europe","Not applicable",4.0000000000000000e+00,1.0000000000000000e+01,"W",5.1000000000000000e+01,3.5000000000000000e+01,"N",-4.1666666666666670e+00,5.1583333333333336e+01,51.6000000000,-4.2000000000,51.5000000000,-4.7000000000,,,"Dunes and variety of coastal habitats. Some management including scrub removal, mowing and path clearance.",5,2
401,"Potton Wood","Potton","Bedfordshire","UK - England","Europe","Not applicable",0.0000000000000000e+00,2.1000000000000000e+01,"W",5.2000000000000000e+01,3.0000000000000000e+00,"N",-3.4999999999999998e-01,5.2049999999999997e+01,52.0700000000,0.1700000000,52.0700000000,0.1700000000,,,"Plantation on old woodland site and area of old unmanaged coppice.",5,2
402,"Radipole Lake RSPB","Weymouth","Dorset","UK - England","Europe","Not applicable",2.0000000000000000e+00,2.8000000000000000e+01,"W",5.0000000000000000e+01,3.6000000000000000e+01,"N",-2.4666666666666668e+00,5.0600000000000001e+01,50.6000000000,-2.4700000000,50.6000000000,-2.4700000000,,,"None",5,2
403,"Rostherne Mere National Nature Reserve","Rostherne/Mere","Cheshire","UK - England","Europe","Not applicable",2.0000000000000000e+00,2.6000000000000000e+01,"W",5.3000000000000000e+01,2.0000000000000000e+01,"N",-2.4333333333333336e+00,5.3333333333333336e+01,53.3000000000,-2.4300000000,53.3000000000,-2.4300000000,,,"Mere surrounded by variety of habitats - Management to replace exotic trees with native.",5,2
404,"Saltfleetby National Nature Reserve","North Somercotes/Louth","Lincolnshire","UK - England","Europe","Not applicable",0.0000000000000000e+00,1.0000000000000000e+01,"E",5.3000000000000000e+01,2.8000000000000000e+01,"N",1.6666666666666666e-01,5.3466666666666669e+01,53.4000000000,0.1700000000,53.4000000000,0.1700000000,,,"Dunes surrounded by coastal flats, saltmarsh, freshwater marsh.",5,2
405,"Skomer Island","Not applicable","Pembrokeshire","UK - Wales","Europe","Not applicable",5.0000000000000000e+00,1.8000000000000000e+01,"W",5.1000000000000000e+01,4.5000000000000000e+01,"N",-5.2999999999999998e+00,5.1750000000000000e+01,51.7300000000,-5.3000000000,51.7300000000,-5.3000000000,2.5000000000000000e+01,2.9500000000000000e+02,"Little management, rabbit grazing.",5,3
406,"Studland Heath National Nature Reserve","Studland, Swanage","Dorset","UK - England","Europe","Not applicable",1.0000000000000000e+00,5.8000000000000000e+01,"W",5.0000000000000000e+01,3.9000000000000000e+01,"N",-1.9666666666666668e+00,5.0649999999999999e+01,50.6700000000,-0.9000000000,50.3000000000,-2.0300000000,,,"Range of habitats, minor management.",5,2
407,"Ballard Down, Swanage","Studland, Swanage","Dorset","UK - England","Europe","Not applicable",1.0000000000000000e+00,5.7000000000000000e+01,"W",5.0000000000000000e+01,4.0000000000000000e+01,"N",-1.9500000000000000e+00,5.0666666666666664e+01,50.6000000000,-1.9500000000,50.6000000000,-1.9500000000,,,"Management including grazing and burning.",5,2
408,"Walberswick National Nature Reserve","Walberswick","Suffolk","UK - England","Europe","Not applicable",1.0000000000000000e+00,3.9000000000000000e+01,"E",5.2000000000000000e+01,1.9000000000000000e+01,"N",1.6499999999999999e+00,5.2316666666666670e+01,52.3000000000,1.6500000000,52.3000000000,1.6500000000,,,"Reed beds surrounded by woodland, arable and heathland vegetation. Management inc. Dyke clearance, bracken cutting etc.",5,2
409,"Waterperry Wood FNR","Waterperry","Oxfordshire","UK - England","Europe","Not applicable",1.0000000000000000e+00,7.0000000000000000e+00,"W",5.1000000000000000e+01,4.6000000000000000e+01,"N",-1.1166666666666667e+00,5.1766666666666666e+01,51.8000000000,-1.1000000000,51.8000000000,-1.1000000000,,,"Northwest of Waterperry. Ancient deciduous woodland - planted oak & conifer nurse crop.",5,2
410,"Woodhurst","Woodhurst","Cambridgeshire","UK - England","Europe","Not applicable",0.0000000000000000e+00,4.0000000000000000e+00,"W",5.2000000000000000e+01,2.2000000000000000e+01,"N",-6.6666666666666666e-02,5.2366666666666667e+01,52.3700000000,-0.0670000000,52.3700000000,-0.0670000000,,,"Typical eastern England arable farmland.",5,2
411,"Woodwalton Fen National Nature Reserve","Wood Walton/Holme","Cambridgeshire","UK - England","Europe","Not applicable",0.0000000000000000e+00,1.1000000000000000e+01,"W",5.2000000000000000e+01,2.6000000000000000e+01,"N",-1.8333333333333332e-01,5.2433333333333330e+01,52.4300000000,-0.1900000000,52.4300000000,-0.1900000000,0.0000000000000000e+00,2.0800000000000000e+02,"None",5,3
412,"Wye National Nature Reserve","Wye","Kent","UK - England","Europe","Not applicable",0.0000000000000000e+00,5.8000000000000000e+01,"E",5.1000000000000000e+01,1.0000000000000000e+01,"N",9.6666666666666667e-01,5.1166666666666664e+01,51.1700000000,0.9700000000,51.1700000000,0.9700000000,,,"Range of woodland, scrub and chalk downland habitats - Grazing.",5,2
413,"Yarner Wood National Nature Reserve","Bovey Tracey, Newton Abbot","Devon","UK - England","Europe","Not applicable",3.0000000000000000e+00,4.0000000000000000e+01,"W",5.0000000000000000e+01,3.5000000000000000e+01,"N",-3.6666666666666665e+00,5.0583333333333336e+01,50.6000000000,-3.7000000000,50.6000000000,-3.7000000000,,,"None",5,2
414,"Queens Gate","Queens Gate","Gibraltar","Gibraltar","Europe","Not applicable",5.0000000000000000e+00,2.1000000000000000e+01,"W",3.6000000000000000e+01,9.0000000000000000e+00,"N",-5.3499999999999996e+00,3.6149999999999999e+01,36.1500000000,-5.3500000000,36.1500000000,-5.3500000000,4.0000000000000000e+02,,"None",4,2
415,"Middle Hill","Middle Hill","Gibraltar","Gibraltar","Europe","Not applicable",5.0000000000000000e+00,2.0000000000000000e+01,"W",3.6000000000000000e+01,1.0000000000000000e+01,"N",-5.3333333333333330e+00,3.6166666666666664e+01,36.1300000000,-5.3300000000,36.1300000000,-5.3300000000,,3.4000000000000002e-01,"None",4,4
416,"Lake Windermere, South Basin","Windermere","Cumbria","UK - England","Europe","Not applicable",2.0000000000000000e+00,5.5000000000000000e+01,"W",5.4000000000000000e+01,2.0000000000000000e+01,"N",-2.9166666666666665e+00,5.4333333333333336e+01,54.3000000000,-2.9200000000,54.3000000000,-2.9200000000,0.0000000000000000e+00,2.8400000000000000e+02,"284ha (42% of the surface area) of the south basin is water of depth less than 10m.",4,3
417,"Koshima Islet, Southern Japan","Not applicable","Not applicable","Japan","Asia","Not applicable",1.3500000000000000e+02,5.0000000000000000e+01,"E",3.5000000000000000e+01,0.0000000000000000e+00,"N",1.3583333333333334e+02,3.5000000000000000e+01,31.4300000000,131.2500000000,31.4300000000,131.2500000000,,,"Location of Koshima unknown. Co-ordinates of Japan given.",3,1
418,"Aligarh District","Aligarh","Uttar Pradesh","India","Asia","Not applicable",7.8000000000000000e+01,2.0000000000000000e+00,"E",2.7000000000000000e+01,5.5000000000000000e+01,"N",7.8033333333333331e+01,2.7916666666666668e+01,27.9200000000,78.1000000000,27.9200000000,78.1000000000,,,"None",3,1
419,"Mount Takasaki (Takazaki) National Park","Takasaki (Takazaki)","Kagoshima","Japan","Asia","Not applicable",1.3100000000000000e+02,0.0000000000000000e+00,"E",3.2000000000000000e+01,0.0000000000000000e+00,"N",1.3100000000000000e+02,3.2000000000000000e+01,33.2500000000,131.5000000000,33.2500000000,131.5000000000,3.0000000000000000e+02,,"None",4,1
423,"South Arfrochie, Ythan Valley","South Arfrochie, Ythan Valley","Aberdeenshire","UK - Scotland","Europe","Not applicable",2.0000000000000000e+00,2.0000000000000000e+01,"W",5.7000000000000000e+01,3.0000000000000000e+01,"N",-2.3333333333333335e+00,5.7500000000000000e+01,57.5000000000,-2.3000000000,57.5000000000,-2.3000000000,,,"None",4,1
424,"Macharmuir, Ythan Valley","Macharmuir, Ythan Valley","Aberdeenshire","UK - Scotland","Europe","Not applicable",2.0000000000000000e+00,1.5000000000000000e+01,"W",5.7000000000000000e+01,2.0000000000000000e+01,"N",-2.2500000000000000e+00,5.7333333333333336e+01,57.3000000000,-2.0000000000,57.3000000000,-2.0000000000,,,"None",4,1
1020,"Fyfield Down","Fyfield Down","Wiltshire","UK - England","Europe","Not applicable",1.0000000000000000e+00,4.8000000000000000e+01,"W",5.1000000000000000e+01,1.7000000000000000e+01,"N",-1.8000000000000000e+00,5.1283333333333331e+01,51.2800000000,-1.8000000000,51.2800000000,-1.8000000000,1.2500000000000000e+02,3.4000000000000002e-01,"The area for a previous study in the same area was of area 3400m^2.",5,4
1023,"William B. Umstead State Park","Raleigh, Wake County","North Carolina","USA","North America","Not applicable",7.8000000000000000e+01,4.0000000000000000e+01,"W",3.5000000000000000e+01,4.5000000000000000e+01,"N",-7.8666666666666671e+01,3.5750000000000000e+01,35.9000000000,-78.7500000000,35.9000000000,-78.7500000000,,1.6200000000000000e+02,"Part of 2106ha woodland, unlogged for 30 years.",3,3
1024,"Port Erin Bay","Port Erin","Isle of Man","UK - England","Europe","Not applicable",4.0000000000000000e+00,4.5000000000000000e+01,"W",5.4000000000000000e+01,4.0000000000000000e+00,"N",-4.7500000000000000e+00,5.4066666666666670e+01,54.0670000000,-4.7500000000,54.0670000000,-4.7500000000,0.0000000000000000e+00,,"None",4,2
1025,"Ngorongoro Crater","Arusha","Arusha","Tanzania","Africa","Not applicable",3.5000000000000000e+01,3.2000000000000000e+01,"E",3.0000000000000000e+00,1.1000000000000000e+01,"S",3.5533333333333331e+01,-3.1833333333333331e+00,-3.1000000000,35.6500000000,-3.2500000000,35.5000000000,1.7370000000000000e+03,3.0000000000000000e+04,"Protected since 1921. Area 300 km^2.",4,2
1026,"Narok District (includes 6 ranches and the Masai Mara Game Reserve)","Narok","Rift Valley","Kenya","Africa","Not applicable",3.5000000000000000e+01,0.0000000000000000e+00,"E",1.0000000000000000e+00,3.0000000000000000e+01,"S",3.5000000000000000e+01,-1.5000000000000000e+00,-2.0000000000,36.5000000000,0.1000000000,34.5000000000,1.8900000000000000e+03,1.7821000000000000e+06,"Narok District lies at 1-2° south and 34-36° east. The ranches are Siana, Koyaki, Dagurugurueti, Olkinyei, Lemek and Ol Chorro Orogwa. Altitude 1800-2650m, the altitude given is that of the station at Narok.There are many rivers in the area.",3,1
1028,"Allequash Lake","Madison, Dane County","Wisconsin","USA","North America","Not applicable",8.9000000000000000e+01,2.5000000000000000e+01,"W",4.3000000000000000e+01,2.0000000000000000e+00,"N",-8.9416666666666671e+01,4.3033333333333331e+01,46.0300000000,-89.6200000000,46.0300000000,-89.6200000000,,,"Co-ordinates of Madison.",3,2
1029,"Big Muskellunge Lake","Madison, Dane County","Wisconsin","USA","North America","Not applicable",8.9000000000000000e+01,2.5000000000000000e+01,"W",4.3000000000000000e+01,2.0000000000000000e+00,"N",-8.9416666666666671e+01,4.3033333333333331e+01,46.0000000000,-89.5100000000,46.0000000000,-89.5100000000,,,"Co-ordinates of Madison.",3,2
1030,"Sparkling Lake","Madison, Dane County","Wisconsin","USA","North America","Not applicable",8.9000000000000000e+01,2.5000000000000000e+01,"W",4.3000000000000000e+01,2.0000000000000000e+00,"N",-8.9416666666666671e+01,4.3033333333333331e+01,46.0000000000,-89.7000000000,46.0000000000,-89.7000000000,,,"Co-ordinates of Madison.",3,2
1031,"Trout Lake","Madison, Dane County","Wisconsin","USA","North America","Not applicable",8.9000000000000000e+01,2.5000000000000000e+01,"W",4.3000000000000000e+01,2.0000000000000000e+00,"N",-8.9416666666666671e+01,4.3033333333333331e+01,46.0300000000,-89.6700000000,46.0300000000,-89.6700000000,,,"Co-ordinates of Madison.",3,2
1041,"Greentuft, Lake Windermere","Greentuft","Cumbria","UK - England","Europe","Not applicable",2.0000000000000000e+00,5.5000000000000000e+01,"W",5.4000000000000000e+01,2.0000000000000000e+01,"N",-2.9166666666666665e+00,5.4333333333333336e+01,54.3700000000,-2.9200000000,54.3700000000,-2.9200000000,,,"Approximate co-ordinates. Green Tuft is in the north basin.",3,2
1042,"Rawlinsons Nab, Lake Windermere","Rawlinsons Nab","Cumbria","UK - England","Europe","Not applicable",2.0000000000000000e+00,5.5000000000000000e+01,"W",5.4000000000000000e+01,2.0000000000000000e+01,"N",-2.9166666666666665e+00,5.4333333333333336e+01,54.3000000000,-2.9200000000,54.3000000000,-2.9200000000,,,"Approximate co-ordinates. Rawlinson's Nab is in the south basin.",3,2
1043,"Lakeside, Lake Windermere","Lakeside","Cumbria","UK - England","Europe","Not applicable",2.0000000000000000e+00,5.5000000000000000e+01,"W",5.4000000000000000e+01,2.0000000000000000e+01,"N",-2.9166666666666665e+00,5.4333333333333336e+01,54.3000000000,-2.9200000000,54.3000000000,-2.9200000000,,,"Approximate co-ordinates. Lakeside is in the south basin.",3,2
2000,"Ober Engandin Valley","St. Moritz","Graubunden","Switzerland","Europe","Not applicable",9.0000000000000000e+00,5.0000000000000000e+01,"E",4.6000000000000000e+01,3.0000000000000000e+01,"N",9.8333333333333339e+00,4.6500000000000000e+01,46.5800000000,9.8300000000,46.5800000000,9.8300000000,,,"None",3,1
2001,"Itasca State Park","Bemidji, Hubbard County","Minnesota","USA","North America","Not applicable",9.5000000000000000e+01,1.5000000000000000e+01,"W",4.7000000000000000e+01,1.0000000000000000e+01,"N",-9.5250000000000000e+01,4.7166666666666664e+01,47.1700000000,-95.2500000000,47.1700000000,-95.2500000000,,,"None",4,1
2002,"Stuttgart","Stuttgart","Baden-Wurttemburg","Germany","Europe","Not applicable",9.0000000000000000e+00,1.3000000000000000e+01,"E",4.8000000000000000e+01,4.7000000000000000e+01,"N",9.2166666666666668e+00,4.8783333333333331e+01,48.7800000000,9.2200000000,48.7800000000,9.2200000000,,,"None",4,1
2003,"Brevine region","Not applicable","Not applicable","Switzerland","Europe","Not applicable",6.0000000000000000e+00,3.6000000000000000e+01,"E",4.6000000000000000e+01,5.8000000000000000e+01,"N",6.5999999999999996e+00,4.6966666666666697e+01,47.2000000000,7.5000000000,46.7500000000,6.5000000000,,,"None",2,1
2004,"Africa","Not applicable","Not applicable","-","Africa","Not applicable",1.5000000000000000e+01,0.0000000000000000e+00,"E",1.0000000000000000e+01,0.0000000000000000e+00,"N",1.5000000000000000e+01,1.0000000000000000e+01,37.3167000000,51.3167000000,-34.7833000000,-17.5333000000,,,"None",4,1
2005,"Ste Croix","Ste Croix","Vaud","Switzerland","Europe","Not applicable",6.0000000000000000e+00,3.1000000000000000e+01,"E",4.6000000000000000e+01,4.9000000000000000e+01,"N",6.5166666666666666e+00,4.6816666666666670e+01,46.8200000000,6.5200000000,46.8200000000,6.5200000000,1.0900000000000000e+03,,"Located in the Swiss Jura mountains.",3,2
2006,"Le Chenit","Le Chenit","Vaud","Switzerland","Europe","Not applicable",6.0000000000000000e+00,1.3000000000000000e+01,"E",4.6000000000000000e+01,3.5000000000000000e+01,"N",6.2166666666666668e+00,4.6583333333333336e+01,46.5800000000,6.2200000000,46.5800000000,6.2200000000,1.0200000000000000e+03,,"Located in the Swiss Jura mountains.",3,2
2007,"Le Pont","Le Pont","Vaud","Switzerland","Europe","Not applicable",6.0000000000000000e+00,2.0000000000000000e+01,"E",4.6000000000000000e+01,4.0000000000000000e+01,"N",6.3333333333333330e+00,4.6666666666666664e+01,46.6700000000,6.3300000000,46.6700000000,6.3300000000,1.0100000000000000e+03,,"Located in the Swiss Jura mountains.",3,2
2008,"La Brevine","La Brevine","Neuchatel","Switzerland","Europe","Not applicable",6.0000000000000000e+00,3.6000000000000000e+01,"E",4.6000000000000000e+01,5.9000000000000000e+01,"N",6.5999999999999996e+00,4.6983333333333334e+01,46.9800000000,6.6000000000,46.9800000000,6.6000000000,1.0400000000000000e+03,,"Located in the Swiss Jura mountains.",3,2
2009,"Bulle","Bulle","Fribourg","Switzerland","Europe","Not applicable",7.0000000000000000e+00,4.0000000000000000e+00,"E",4.6000000000000000e+01,3.7000000000000000e+01,"N",7.0666666666666664e+00,4.6616666666666667e+01,46.6200000000,7.0700000000,46.6200000000,7.0700000000,7.7000000000000000e+02,,"Located in the Swiss Alps.",3,2
2010,"Chateau d'Oex","Chateau d'Oex","Vaud","Switzerland","Europe","Not applicable",7.0000000000000000e+00,8.0000000000000000e+00,"E",4.6000000000000000e+01,2.8000000000000000e+01,"N",7.1333333333333337e+00,4.6466666666666669e+01,46.4700000000,7.1300000000,46.4700000000,7.1300000000,1.0500000000000000e+03,,"Located in the Swiss Alps.",3,2
2011,"Rougemont","Rougemont","Vaud","Switzerland","Europe","Not applicable",7.0000000000000000e+00,1.2000000000000000e+01,"E",4.6000000000000000e+01,2.9000000000000000e+01,"N",7.2000000000000002e+00,4.6483333333333334e+01,46.4700000000,7.2000000000,46.4700000000,7.2000000000,1.1000000000000000e+03,,"Located in the Swiss Alps.",3,2
2012,"Arboldswill","Arboldswill","Not applicable","Switzerland","Europe","Not applicable",7.0000000000000000e+00,4.3000000000000000e+01,"E",4.7000000000000000e+01,2.4000000000000000e+01,"N",7.7166666666666668e+00,4.7399999999999999e+01,47.4000000000,7.7200000000,47.4000000000,7.7200000000,6.3000000000000000e+02,,"Located in the Swiss Jura mountains.",3,2
2013,"Titterten","Titterten","Not applicable","Switzerland","Europe","Not applicable",7.0000000000000000e+00,4.3000000000000000e+01,"E",4.7000000000000000e+01,2.5000000000000000e+01,"N",7.7166666666666668e+00,4.7416666666666664e+01,47.4200000000,7.7200000000,47.4200000000,7.7200000000,6.7000000000000000e+02,,"Located in the Swiss Jura mountains.",3,2
2014,"East Bank Yenisei/Yenisey River","Yeniseysk","Krasnoyarskiy Kray","Russian Federation","Asia","Not applicable",9.2000000000000000e+01,1.3000000000000000e+01,"E",5.8000000000000000e+01,2.7000000000000000e+01,"N",9.2216666666666669e+01,5.8450000000000003e+01,69.5000000000,97.5000000000,51.7500000000,92.3300000000,,,"Co-ordinates of Yeniseysk, the River runs North from here.",2,2
2015,"West Bank Yenisei/Yenisey River","Yeniseysk","Krasnoyarskiy Kray","Russian Federation","Asia","Not applicable",9.2000000000000000e+01,1.3000000000000000e+01,"E",5.8000000000000000e+01,2.7000000000000000e+01,"N",9.2216666666666669e+01,5.8450000000000003e+01,69.5000000000,97.5000000000,51.7500000000,92.3300000000,,,"Co-ordinates of Yeniseysk, the River runs North from here.",2,2
2016,"Pussila Preserves, near Turku","Turku","Turku-pori","Finland","Europe","Not applicable",2.2000000000000000e+01,1.5000000000000000e+01,"E",6.0000000000000000e+01,2.7000000000000000e+01,"N",2.2250000000000000e+01,6.0450000000000003e+01,60.4500000000,22.2500000000,60.4500000000,22.2500000000,,,"None",2,1
2017,"Shooting Society Tapio, SW Finland","Not applicable","Uusimaa","Finland","Europe","Not applicable",2.5000000000000000e+01,3.0000000000000000e+01,"E",6.0000000000000000e+01,4.5000000000000000e+01,"N",2.5500000000000000e+01,6.0750000000000000e+01,60.7500000000,25.5000000000,59.7500000000,22.7500000000,,,"Approximate co-ordinates.",2,1
2018,"Kamchatka Pennisula","Not applicable","Kamchatskaya Oblast","Russian Federation","Asia","Not applicable",1.6000000000000000e+02,0.0000000000000000e+00,"W",5.5000000000000000e+01,0.0000000000000000e+00,"N",-1.6000000000000000e+02,5.5000000000000000e+01,61.0000000000,155.6000000000,50.8300000000,172.0000000000,,,"None",4,1
2019,"Northern California","Not applicable","California","USA","North America","Not applicable",1.2200000000000000e+02,0.0000000000000000e+00,"W",3.8000000000000000e+01,0.0000000000000000e+00,"N",-1.2200000000000000e+02,3.8000000000000000e+01,42.0000000000,-120.0000000000,39.0000000000,-124.4000000000,,,"None",3,1
2020,"Localities within Pictou-Charente","Not applicable","Pictou-Charente","France","Europe","Not applicable",0.0000000000000000e+00,1.5000000000000000e+01,"W",4.6000000000000000e+01,1.5000000000000000e+01,"N",-2.5000000000000000e-01,4.6250000000000000e+01,46.2500000000,-0.4200000000,46.2500000000,-0.4200000000,,,"The localities are Beauvoir and Brioux.",4,1
2021,"Northern Scotland","Not applicable","Not applicable","UK - Scotland","Europe","Not applicable",4.0000000000000000e+00,3.0000000000000000e+01,"W",5.7000000000000000e+01,3.0000000000000000e+01,"N",-4.5000000000000000e+00,5.7500000000000000e+01,58.6700000000,-1.7700000000,56.2500000000,-7.6700000000,,,"None",3,1
2022,"Southern Scotland","Not applicable","Not applicable","UK - Scotland","Europe","Not applicable",4.0000000000000000e+00,0.0000000000000000e+00,"W",5.5000000000000000e+01,3.0000000000000000e+01,"N",-4.0000000000000000e+00,5.5500000000000000e+01,56.2500000000,-2.0300000000,54.6300000000,-6.5000000000,,,"None",3,1
2023,"Sotkamo","Sotkamo","Oulu","Finland","Europe","Not applicable",2.8000000000000000e+01,2.5000000000000000e+01,"E",6.4000000000000000e+01,9.0000000000000000e+00,"N",2.8416666666666668e+01,6.4150000000000006e+01,64.1200000000,28.3800000000,64.1200000000,28.3800000000,,,"None",4,2
2024,"Prairie du Sac","Prairie du Sac","Wisconsin","USA","North America","Not applicable",8.9000000000000000e+01,4.3000000000000000e+01,"W",4.3000000000000000e+01,1.9000000000000000e+01,"N",-8.9716666666666669e+01,4.3316666666666670e+01,43.3000000000,-89.7200000000,43.3000000000,-89.7200000000,,,"None",4,1
2026,"Serpukhov","Serpukhov","Moscow Oblast","Russian Federation","Europe","Not applicable",3.7000000000000000e+01,2.5000000000000000e+01,"E",5.4000000000000000e+01,5.3000000000000000e+01,"N",3.7416666666666664e+01,5.4883333333333333e+01,54.8800000000,37.4200000000,54.8800000000,37.4200000000,,,"None",4,1
2027,"Tataria","Not applicable","Tatarskaya Republic","Russian Federation","Europe","Not applicable",5.0000000000000000e+01,0.0000000000000000e+00,"E",5.5000000000000000e+01,0.0000000000000000e+00,"N",5.0000000000000000e+01,5.5000000000000000e+01,56.1000000000,54.2000000000,54.0000000000,47.3000000000,,,"None",3,1
2029,"Greenland","Not applicable","Not applicable","Greenland","North America","North Atlantic",4.0000000000000000e+01,0.0000000000000000e+00,"W",7.3000000000000000e+01,0.0000000000000000e+00,"N",-4.0000000000000000e+01,7.3000000000000000e+01,83.6230320000,-73.0430830000,59.7911000000,-12.1552800000,,,"None",4,1
2030,"Alakyla","Alakyla","Lappi","Finland","Europe","Not applicable",2.4000000000000000e+01,5.5000000000000000e+01,"E",6.7000000000000000e+01,2.4000000000000000e+01,"N",2.4916666666666668e+01,6.7400000000000006e+01,67.3500000000,24.8800000000,67.3500000000,24.8800000000,,,"None",3,1
2031,"Muotkatunturi","Not applicable","Lappi","Finland","Europe","Not applicable",2.6000000000000000e+01,0.0000000000000000e+00,"E",6.8000000000000000e+01,0.0000000000000000e+00,"N",2.6000000000000000e+01,6.8000000000000000e+01,69.0000000000,28.5000000000,67.0000000000,23.5000000000,,,"Approximate co-ordinates. The members of the Muotkatunturi Herdsmen's Committee occupy areas in the North of Finland, covering a total of 255,000 hectares, of which one fifth is suitable for winter herding.",3,1
2032,"Kaldoaivi","Kaldoaivi","Lappi","Finland","Europe","Not applicable",2.8000000000000000e+01,0.0000000000000000e+00,"E",6.9000000000000000e+01,4.5000000000000000e+01,"N",2.8000000000000000e+01,6.9750000000000000e+01,69.7500000000,27.8500000000,69.7500000000,27.8500000000,,,"None",3,1
2034,"Zvenigorod","Zvenigorod","Moscow Oblast","Russian Federation","Europe","Not applicable",3.6000000000000000e+01,5.0000000000000000e+01,"E",5.5000000000000000e+01,4.0000000000000000e+01,"N",3.6833333333333336e+01,5.5666666666666664e+01,55.6700000000,36.8300000000,55.6700000000,36.8300000000,,,"None",3,1
2035,"Karelia (Karjala)","Not applicable","Pohjois-Karjala","Finland","Europe","Not applicable",3.0000000000000000e+01,0.0000000000000000e+00,"E",6.3000000000000000e+01,0.0000000000000000e+00,"N",3.0000000000000000e+01,6.3000000000000000e+01,63.0000000000,30.0000000000,63.0000000000,30.0000000000,,,"None",3,1
2036,"Site 30 Monchegorsk, Kola Peninsula","Monchegorsk","Murmansk Oblast","Russian Federation","Europe","Not applicable",3.3000000000000000e+01,1.0000000000000000e+00,"E",6.7000000000000000e+01,5.5000000000000000e+01,"N",3.3016666666666666e+01,6.7916666666666671e+01,67.9200000000,33.0200000000,67.9200000000,33.0200000000,,,"30 km west of the smelter. Slightly polluted site.",3,2
2037,"Bavaria","Not applicable","Bayern","Germany","Europe","Not applicable",1.2000000000000000e+01,0.0000000000000000e+00,"E",4.9000000000000000e+01,0.0000000000000000e+00,"N",1.2000000000000000e+01,4.9000000000000000e+01,50.5000000000,13.8300000000,47.2500000000,9.0000000000,,,"None",3,1
2038,"Southwest Germany","Not applicable","Rheinland-Pfalz","Germany","Europe","Not applicable",8.0000000000000000e+00,0.0000000000000000e+00,"E",4.8000000000000000e+01,0.0000000000000000e+00,"N",8.0000000000000000e+00,4.8000000000000000e+01,49.0000000000,9.5000000000,47.5000000000,7.5000000000,,,"None",3,1
2039,"Boda","Boda","Vastemorrland","Sweden","Europe","Not applicable",1.6000000000000000e+01,4.0000000000000000e+01,"E",6.2000000000000000e+01,5.1000000000000000e+01,"N",1.6666666666666668e+01,6.2850000000000001e+01,62.8500000000,16.6700000000,62.8500000000,16.6700000000,,,"There is also Boda, Kopparberg, Sweden, 15°15'E, 61°N.",3,1
2040,"Rindal commune","Rindal","More Og Romsdal","Norway","Europe","Not applicable",9.0000000000000000e+00,1.3000000000000000e+01,"E",6.3000000000000000e+01,4.0000000000000000e+00,"N",9.2166666666666668e+00,6.3066666666666670e+01,63.0700000000,9.2200000000,63.0700000000,9.2200000000,,,"None",4,2
2041,"Gorzow","Gorzow","Gorzow","Poland","Europe","Not applicable",1.8000000000000000e+01,2.1000000000000000e+01,"E",5.1000000000000000e+01,1.0000000000000000e+00,"N",1.8350000000000001e+01,5.1016666666666666e+01,51.0200000000,18.3500000000,51.0200000000,18.3500000000,,,"None",3,1
2042,"Konin","Konin","Konin","Poland","Europe","Not applicable",1.8000000000000000e+01,1.2000000000000000e+01,"E",5.2000000000000000e+01,1.2000000000000000e+01,"N",1.8199999999999999e+01,5.2200000000000003e+01,52.2000000000,18.2500000000,52.2000000000,18.2500000000,,,"None",3,1
2043,"Koszalin","Koszalin","Koszalin","Poland","Europe","Not applicable",1.6000000000000000e+01,1.0000000000000000e+01,"E",5.4000000000000000e+01,1.0000000000000000e+01,"N",1.6166666666666668e+01,5.4166666666666664e+01,54.1700000000,16.1700000000,54.1700000000,16.1700000000,,,"None",3,1
